"","ResponseId","income","exp1_tech_cons"
"3155","R_0uCVWIVlnfpTfc5","2.751€ - 3.550€","2.751€ - 3.550€"
"3156","R_9H8VuoEiCOB1IK5","2.751€ - 3.550€","2.751€ - 3.550€"
"3157","R_2feXJ5VnTJYrdvP","2.301€ - 2.750€","2.301€ - 2.750€"
"3158","R_2S8I1dx3KPWEb17","1.201€ - 1.500€","1.201€ - 1.500€"
"3159","R_2e3GajHiQb7XYz0","2.301€ - 2.750€","2.301€ - 2.750€"
"3160","R_308oqOtP7bSfNbq","901€ - 1.200€","901€ - 1.200€"
"3161","R_1QDYASLnGepiy03","600€ or less","600€ or less"
"3162","R_2rZTlDxY1KRLQWj","1.501€ - 1.800€","1.501€ - 1.800€"
"3163","R_3ETsqYEi8lQybX7","901€ - 1.200€","901€ - 1.200€"
"3164","R_1H7u1Sfne7163fl","601€ - 900€","601€ - 900€"
"3165","R_ZadncLgVw3nl5e1","2.101€ - 2.400€","2.101€ - 2.400€"
"3166","R_XtG7dXtsd1OvzY5","901€ - 1.200€","901€ - 1.200€"
"3167","R_1Ns7Tv9lnMyu0dt","1.501€ - 1.800€","1.501€ - 1.800€"
"3168","R_qPIfBElBXOTM35L","601€ - 900€","601€ - 900€"
"3169","R_bJimQr62tLwjRjH","1.201€ - 1.500€","1.201€ - 1.500€"
"3170","R_1DwGvCqv8Rk0NPq","601€ - 900€","601€ - 900€"
"3171","R_eh3ZNDCnCvIfKKt","601€ - 900€","601€ - 900€"
"3172","R_1lrQzncIuyn7IGJ","901€ - 1.200€","901€ - 1.200€"
"3173","R_A4LD8ByMEBzatI5","1.501€ - 1.800€","1.501€ - 1.800€"
"3174","R_1mWysMOXx9HVwyZ","2.101€ - 2.400€","2.101€ - 2.400€"
"3175","R_4ObHSmt9WhdmEw1","1.801€ - 2.100€","1.801€ - 2.100€"
"3176","R_31T0HCT8lDEt0kR","601€ - 900€","601€ - 900€"
"3177","R_2ru1BbZ1kWI86Yp","1.801€ - 2.100€","1.801€ - 2.100€"
"3178","R_2X1lG5lrSGx2RWY","1.201€ - 1.500€","1.201€ - 1.500€"
"3179","R_1pmQxfZ8f5WhtXn","901€ - 1.200€","901€ - 1.200€"
"3180","R_DTvQoLH9DFT1wul","601€ - 900€","601€ - 900€"
"3181","R_2bJKTiCyw1IJNwE","1.501€ - 1.800€","1.501€ - 1.800€"
"3182","R_2V3YsRTUsGAuoJi","2.101€ - 2.400€","2.101€ - 2.400€"
"3183","R_ZCtp2kFUiL2TQv7","2.751€ - 3.550€","2.751€ - 3.550€"
"3184","R_2OMRyVQ8X8bVy9Q","1.501€ - 1.800€","1.501€ - 1.800€"
"3185","R_3HLAbyfoaDwd4q6","901€ - 1.200€","901€ - 1.200€"
"3186","R_2dBa2eUTfrZgUt8","1.801€ - 2.100€","1.801€ - 2.100€"
"3187","R_1OCQadfRHyuBaIy","1.501€ - 1.800€","1.501€ - 1.800€"
"3188","R_ypzWjDPV9ogslhf","600€ or less","600€ or less"
"3189","R_1nZXvSPCUxhfZ2S","1.201€ - 1.500€","1.201€ - 1.500€"
"3190","R_1IEGFERgIEdZvMG","1.801€ - 2.100€","1.801€ - 2.100€"
"3191","R_3JbiE4mFB38rJP0","600€ or less","600€ or less"
"3192","R_0iY9LtSQsxMmZ9f","601€ - 900€","601€ - 900€"
"3193","R_3OZb1EBH329X66t","600€ or less","600€ or less"
"3194","R_20TD72fUwP44rlm","601€ - 900€","601€ - 900€"
"3195","R_yywJtRFInkyTrhL","601€ - 900€","601€ - 900€"
"3196","R_27J8GjM7yYbZk3v","2.101€ - 2.400€","2.101€ - 2.400€"
"3197","R_1DqCzElb5nGzpd3","901€ - 1.200€","901€ - 1.200€"
"3198","R_1mUFbPE4vENRV6y","600€ or less","600€ or less"
"3199","R_3oNODOEdCVHuEJO","901€ - 1.200€","901€ - 1.200€"
"3200","R_1LNFBo54j7excgA","1.201€ - 1.500€","1.201€ - 1.500€"
"3201","R_21h8VoHFjBEHjKM","901€ - 1.200€","901€ - 1.200€"
"3202","R_aY49g3NMtq8vjr3","600€ or less","600€ or less"
"3203","R_3qkGaQv4Lsex2PV","1.201€ - 1.500€","1.201€ - 1.500€"
"3204","R_2bPqv10Wb9UwQos","1.801€ - 2.100€","1.801€ - 2.100€"
"3205","R_ePrw3u2nbQ4A5Xz","2.751€ - 3.550€","2.751€ - 3.550€"
"3206","R_1gw5ZPFMWib7pGF","1.201€ - 1.500€","1.201€ - 1.500€"
"3207","R_10qMKlIuUxzqgPH","601€ - 900€","601€ - 900€"
"3208","R_3jUv3IhyRZySMhn","1.501€ - 1.800€","1.501€ - 1.800€"
"3209","R_suNDFBMYUIJzNyF","2.751€ - 3.550€","2.751€ - 3.550€"
"3210","R_umsjjMAUZQ1vNYZ","600€ or less","600€ or less"
"3211","R_1jE9BWmaysCfPDp","2.101€ - 2.400€","2.101€ - 2.400€"
"3212","R_2uPxhzzBaM8rMSK","901€ - 1.200€","901€ - 1.200€"
"3213","R_UyB4YXIBBJ0Gmlz","601€ - 900€","601€ - 900€"
"3214","R_3CTaqEwEnuLn6jj","1.501€ - 1.800€","1.501€ - 1.800€"
"3215","R_1PXm7Fw2FVrB6n6","901€ - 1.200€","901€ - 1.200€"
"3216","R_3j9uTL0nq4S9ldR","1.201€ - 1.500€","1.201€ - 1.500€"
"3217","R_1CJ8ppgfswWnuTl","1.501€ - 1.800€","1.501€ - 1.800€"
"3218","R_2ouVT7N7mnVihkB","901€ - 1.200€","901€ - 1.200€"
"3219","R_AiHjnjmWYh0HIK5","2.101€ - 2.400€","2.101€ - 2.400€"
"3220","R_30j9VFZdNAQggqu","1.501€ - 1.800€","1.501€ - 1.800€"
"3221","R_yK2Vp3E5ZWkI3Jf","1.801€ - 2.100€","1.801€ - 2.100€"
"3222","R_USdeS0XvRf6wasN","600€ or less","600€ or less"
"3223","R_DicSri4LfhxhaHD","2.751€ - 3.550€","2.751€ - 3.550€"
"3224","R_32WMNWYveSBZWQn","1.501€ - 1.800€","1.501€ - 1.800€"
"3225","R_BVRh6dYkS1S3g65","901€ - 1.200€","901€ - 1.200€"
"3226","R_3Pv6slb10vGLq5I","1.501€ - 1.800€","1.501€ - 1.800€"
"3227","R_3Jk3fI5LXN3CwCg","600€ or less","600€ or less"
"3228","R_27fekD1XEdSKcJv","1.201€ - 1.500€","1.201€ - 1.500€"
"3229","R_xFnlR76TmUgibjH","1.201€ - 1.500€","1.201€ - 1.500€"
"3230","R_YYWR6kI2ykJLZgR","1.801€ - 2.100€","1.801€ - 2.100€"
"3231","R_22Eo7uOWnTydcHC","2.751€ - 3.550€","2.751€ - 3.550€"
"3232","R_3spOhgw8gMhH2pD","1.501€ - 1.800€","1.501€ - 1.800€"
"3233","R_1JDgVU5EjgKvVTv","2.751€ - 3.550€","2.751€ - 3.550€"
"3234","R_tVWrkaQZqfQtt1T","1.201€ - 1.500€","1.201€ - 1.500€"
"3235","R_22OWkVEPOx5jCRw","1.201€ - 1.500€","1.201€ - 1.500€"
"3236","R_2q4wPTqTVbNgaz0","2.101€ - 2.400€","2.101€ - 2.400€"
"3237","R_3MmqoN6P4nREioJ","More than 3.550€","More than 3.550€"
"3238","R_DS0c007t8D2bY09","1.501€ - 1.800€","1.501€ - 1.800€"
"3239","R_qCVsgtCXiG3jDuF","1.201€ - 1.500€","1.201€ - 1.500€"
"3240","R_1Ca9Zcn4gwiKMYS","600€ or less","600€ or less"
"3241","R_1ikFmU37d1BdIv1","901€ - 1.200€","901€ - 1.200€"
"3242","R_2uTGIGrHCY6ND6W","1.801€ - 2.100€","1.801€ - 2.100€"
"3243","R_2qygAeTg1HKyt2H","600€ or less","600€ or less"
"3244","R_4HPqzhTa1weDE7D","2.301€ - 2.750€","2.301€ - 2.750€"
"3245","R_3CTVlAxQ3RWk4J0","1.801€ - 2.100€","1.801€ - 2.100€"
"3246","R_1Du6ypdZQ7C8fQL","2.301€ - 2.750€","2.301€ - 2.750€"
"3247","R_Azy45q4GPYPSq53","1.801€ - 2.100€","1.801€ - 2.100€"
"3248","R_3oTphOvBvHOCkTM","1.801€ - 2.100€","1.801€ - 2.100€"
"3249","R_Rt2fhbSASmfwjmh","600€ or less","600€ or less"
"3250","R_1GBz4eZ7dLdf2Zw","600€ or less","600€ or less"
"3251","R_2lgFeIChlOxQc9j","600€ or less","600€ or less"
"3252","R_2VF0Y9RmRiOtdGi","600€ or less","600€ or less"
"3253","R_3HG1sQZOgGR7qT0","1.201€ - 1.500€","1.201€ - 1.500€"
"3254","R_7OjxAfgUvHpM2kh","901€ - 1.200€","901€ - 1.200€"
"3255","R_2YGj3s9bn8exkgg","1.501€ - 1.800€","1.501€ - 1.800€"
"3256","R_2QGVgsaezpgUoSk","901€ - 1.200€","901€ - 1.200€"
"3257","R_2SigT29IbZpFLvK","1.201€ - 1.500€","1.201€ - 1.500€"
"3258","R_AgSvDJaU2D5a9HP","1.201€ - 1.500€","1.201€ - 1.500€"
"3259","R_1pQgreEzeUUD5n7","2.101€ - 2.400€","2.101€ - 2.400€"
"3260","R_1OqPhULSmaS8ECQ","901€ - 1.200€","901€ - 1.200€"
"3261","R_1pSExvf60avB5r8","901€ - 1.200€","901€ - 1.200€"
"3262","R_2cBlAf1CoyWBBqL","600€ or less","600€ or less"
"3263","R_1IXgwwc1TlDFL91","901€ - 1.200€","901€ - 1.200€"
"3264","R_1ghFZDQQExzVype","600€ or less","600€ or less"
"3265","R_2PCooS8pjmMhId6","1.201€ - 1.500€","1.201€ - 1.500€"
"3266","R_278OilK1WoPXZCi","901€ - 1.200€","901€ - 1.200€"
"3267","R_2YhAnIC5qp9hZLG","1.501€ - 1.800€","1.501€ - 1.800€"
"3268","R_3lAnAsg5SLOdikl","2.101€ - 2.400€","2.101€ - 2.400€"
"3269","R_2VQ2e2KJwYorR8d","1.801€ - 2.100€","1.801€ - 2.100€"
"3270","R_27aiHJxP5mOmNaQ","600€ or less","600€ or less"
"3271","R_1lhRgSgoQlnCDeH","1.801€ - 2.100€","1.801€ - 2.100€"
"3272","R_27dO2s8653jY1M8","1.201€ - 1.500€","1.201€ - 1.500€"
"3273","R_3RgE8jXC8epOwwy","600€ or less","600€ or less"
"3274","R_1gnoadlmPH4FBLP","1.501€ - 1.800€","1.501€ - 1.800€"
"3275","R_27maw4l91TyFsZn","901€ - 1.200€","901€ - 1.200€"
"3276","R_3fPLxa1IYXmZuVH","901€ - 1.200€","901€ - 1.200€"
"3277","R_24uhTSONAplMaPp","1.201€ - 1.500€","1.201€ - 1.500€"
"3278","R_sRyiSXzd5Y5hDIl","600€ or less","600€ or less"
"3279","R_2YAlOSSMLGnRd6d","1.501€ - 1.800€","1.501€ - 1.800€"
"3280","R_SSEzZV6RKvWFjeV","1.201€ - 1.500€","1.201€ - 1.500€"
"3281","R_s5SWh5wghImZVy9","601€ - 900€","601€ - 900€"
"3282","R_3h40ZAmiZc1ckkz","1.501€ - 1.800€","1.501€ - 1.800€"
"3283","R_2X5uzCgLxHuZZab","600€ or less","600€ or less"
"3284","R_3MamroH1EH6N92a","1.501€ - 1.800€","1.501€ - 1.800€"
"3285","R_1MQ9tNA2yhaAy3c","901€ - 1.200€","901€ - 1.200€"
"3286","R_3e4fHcsWUAbmbjq","901€ - 1.200€","901€ - 1.200€"
"3287","R_3F4NvW56h5fXUeh","1.201€ - 1.500€","1.201€ - 1.500€"
"3288","R_3LaLF4tcMybd5ux","1.201€ - 1.500€","1.201€ - 1.500€"
"3289","R_1Am4wb0aU3Glfr3","1.201€ - 1.500€","1.201€ - 1.500€"
"3290","R_2PdFBVG1VRvh7Nw","2.301€ - 2.750€","2.301€ - 2.750€"
"3291","R_2B2U5EBHaAAe6Ee","1.801€ - 2.100€","1.801€ - 2.100€"
"3292","R_YaZNuLz7IwddYHv","2.101€ - 2.400€","2.101€ - 2.400€"
"3293","R_2v7K3IoNQ8sDsXq","2.751€ - 3.550€","2.751€ - 3.550€"
"3294","R_3MG9FBZDTb4KAYk","1.201€ - 1.500€","1.201€ - 1.500€"
"3295","R_3ndPPnzAn8Ks5bs","1.501€ - 1.800€","1.501€ - 1.800€"
"3296","R_1gGUb7POIKxszJj","600€ or less","600€ or less"
"3297","R_22Wf6pzwaRXCY3J","1.501€ - 1.800€","1.501€ - 1.800€"
"3298","R_3exWWO7N6P87toQ","2.301€ - 2.750€","2.301€ - 2.750€"
"3299","R_zdRvW7WoUcPoepH","901€ - 1.200€","901€ - 1.200€"
"3300","R_4GSAR3nNUPAiotH","1.801€ - 2.100€","1.801€ - 2.100€"
"3301","R_7VRimq0KbPkjepj","2.751€ - 3.550€","2.751€ - 3.550€"
"3302","R_RhtmR20ZZrqSMKJ","2.101€ - 2.400€","2.101€ - 2.400€"
"3303","R_Dcpb670FcHNiZMJ","601€ - 900€","601€ - 900€"
"3304","R_3Mha81kdlhFmSu6","1.501€ - 1.800€","1.501€ - 1.800€"
"3305","R_22mDkR6uFyT2BPP","1.501€ - 1.800€","1.501€ - 1.800€"
"3306","R_2dM7ianjSSZUnly","901€ - 1.200€","901€ - 1.200€"
"3307","R_3m1MGxBoFmc1cn3","1.201€ - 1.500€","1.201€ - 1.500€"
"3308","R_29VVdEDlTWK4ZUt","1.201€ - 1.500€","1.201€ - 1.500€"
"3309","R_3kvLH20yCmnQKhY","600€ or less","600€ or less"
"3310","R_3FRR72plpU9guBG","601€ - 900€","601€ - 900€"
"3311","R_2tDtASZf7A752QY","1.201€ - 1.500€","1.201€ - 1.500€"
"3312","R_YX0SpaPJ5YNTiiB","901€ - 1.200€","901€ - 1.200€"
"3313","R_3DtpuuSLqxyQTzC","901€ - 1.200€","901€ - 1.200€"
"3314","R_30bItec7h8U2wb6","2.751€ - 3.550€","2.751€ - 3.550€"
"3315","R_1jBcxZfLN2WZTAo","2.101€ - 2.400€","2.101€ - 2.400€"
"3316","R_1I3MS1TRcOuHxd7","1.201€ - 1.500€","1.201€ - 1.500€"
"3317","R_x63suwC7a3A0vJv","1.501€ - 1.800€","1.501€ - 1.800€"
"3318","R_1pzdrT5wQmnGfkS","More than 3.550€","More than 3.550€"
"3319","R_2Cldb3js1ao1qdo","1.201€ - 1.500€","1.201€ - 1.500€"
"3320","R_RUfwVNz5GHaoItH","1.801€ - 2.100€","1.801€ - 2.100€"
"3321","R_1CkVkcC1Ftd8tei","2.101€ - 2.400€","2.101€ - 2.400€"
"3322","R_2aUIAQfOj6LXoM6","2.301€ - 2.750€","2.301€ - 2.750€"
"3323","R_1MXKvYHVjv3BqzT","2.101€ - 2.400€","2.101€ - 2.400€"
"3324","R_1llww3tT3TZIb7C","1.801€ - 2.100€","1.801€ - 2.100€"
"3325","R_1jv04VCzsdWZmxE","1.201€ - 1.500€","1.201€ - 1.500€"
"3326","R_1CfQ0b7udUHjJMU","1.501€ - 1.800€","1.501€ - 1.800€"
"3327","R_cImPvEktOTBdrot","901€ - 1.200€","901€ - 1.200€"
"3328","R_29pm6SFJLuaCsLq","1.801€ - 2.100€","1.801€ - 2.100€"
"3329","R_2qEjz7k6L13XUO1","600€ or less","600€ or less"
"3330","R_WoLbJJOzDiozYt3","1.801€ - 2.100€","1.801€ - 2.100€"
"3331","R_2OZ5Ai88Z1DxcXI","1.201€ - 1.500€","1.201€ - 1.500€"
"3332","R_3iF1edoZCCxmZWa","1.201€ - 1.500€","1.201€ - 1.500€"
"3333","R_3soTo60zSpOwXrA","2.101€ - 2.400€","2.101€ - 2.400€"
"3334","R_1JRfjrASfKTBCtU","1.501€ - 1.800€","1.501€ - 1.800€"
"3335","R_2tEamZeGMslyYSo","600€ or less","600€ or less"
"3336","R_p5HEViWoaXpwqdz","1.501€ - 1.800€","1.501€ - 1.800€"
"3337","R_br4lq731RXc8W6B","2.301€ - 2.750€","2.301€ - 2.750€"
"3338","R_1mwTPRPHYRbosOB","901€ - 1.200€","901€ - 1.200€"
"3339","R_33eSjcqHpghwZ5Q","901€ - 1.200€","901€ - 1.200€"
"3340","R_BzgMRS4iBowSvGF","1.501€ - 1.800€","1.501€ - 1.800€"
"3341","R_3Rz25AVd0PpCTDu","1.501€ - 1.800€","1.501€ - 1.800€"
"3342","R_2tyv7ao5R34XuPF","601€ - 900€","601€ - 900€"
"3343","R_3n6FjABwuw00rfZ","1.501€ - 1.800€","1.501€ - 1.800€"
"3344","R_1llC6tDmZU647j9","1.801€ - 2.100€","1.801€ - 2.100€"
"3345","R_3EPSBZqJz2gPWrz","600€ or less","600€ or less"
"3346","R_24O8jV9M8b8grbC","1.201€ - 1.500€","1.201€ - 1.500€"
"3347","R_2CvT6E7SbmhmbIs","1.201€ - 1.500€","1.201€ - 1.500€"
"3348","R_2SiVYjoXf0lmZcM","1.501€ - 1.800€","1.501€ - 1.800€"
"3349","R_1DOye0nk0W97Jkn","More than 3.550€","More than 3.550€"
"3350","R_1OVwyH4iOjHresu","1.801€ - 2.100€","1.801€ - 2.100€"
"3351","R_1LYzwuPto3eAhLs","1.801€ - 2.100€","1.801€ - 2.100€"
"3352","R_1CKOdiThTY2pqGM","1.201€ - 1.500€","1.201€ - 1.500€"
"3353","R_Rls0JGJb8UlKRtD","1.201€ - 1.500€","1.201€ - 1.500€"
"3354","R_1gNoUOqkhGLMmUF","901€ - 1.200€","901€ - 1.200€"
"3355","R_2V3fg6EWCqNS81E","901€ - 1.200€","901€ - 1.200€"
"3356","R_1LwytiJJsrUWbdK","2.101€ - 2.400€","2.101€ - 2.400€"
"3357","R_2rxBMRyQ6U0t1T7","1.501€ - 1.800€","1.501€ - 1.800€"
"3358","R_3F2pPhhc3V3fyMG","1.801€ - 2.100€","1.801€ - 2.100€"
"3359","R_3GuAyYFeB9ualAM","1.501€ - 1.800€","1.501€ - 1.800€"
"3360","R_2COoS9rUbJ49rTD","2.751€ - 3.550€","2.751€ - 3.550€"
"3361","R_dp95Me54QX0gvnP","More than 3.550€","More than 3.550€"
"3362","R_2QEgiMfVpSZbByF","600€ or less","600€ or less"
"3363","R_9viLChqJ4oMoxWh","1.501€ - 1.800€","1.501€ - 1.800€"
"3364","R_qJkf65o6uPaYWn7","901€ - 1.200€","901€ - 1.200€"
"3365","R_2CIhyB9t7I4qbj7","1.201€ - 1.500€","1.201€ - 1.500€"
"3366","R_bHhsjByqlOsYd9v","1.801€ - 2.100€","1.801€ - 2.100€"
"3367","R_Z96jy71298M7ogp","600€ or less","600€ or less"
"3368","R_3MSWmChQgCd8BHm","601€ - 900€","601€ - 900€"
"3369","R_1QylIcPWrfHxN77","1.501€ - 1.800€","1.501€ - 1.800€"
"3370","R_2WUqO2UOz6x61vz","601€ - 900€","601€ - 900€"
"3371","R_Uz2AZl2wCWtXALT","1.501€ - 1.800€","1.501€ - 1.800€"
"3372","R_3kIfSTm7p60Em5P","1.201€ - 1.500€","1.201€ - 1.500€"
"3373","R_vVRyvi9bmsIOlup","2.751€ - 3.550€","2.751€ - 3.550€"
"3374","R_ZrxonxWXcVUSyYx","901€ - 1.200€","901€ - 1.200€"
"3375","R_3feKADHYU7MJAP8","901€ - 1.200€","901€ - 1.200€"
"3376","R_2pKWfDzmYn6FfFn","1.801€ - 2.100€","1.801€ - 2.100€"
"3377","R_2VrNtumdZUBQtax","1.501€ - 1.800€","1.501€ - 1.800€"
"3378","R_ZfPBaWzmVPQMKJz","1.201€ - 1.500€","1.201€ - 1.500€"
"3379","R_1gurO21JKJamZWN","1.201€ - 1.500€","1.201€ - 1.500€"
"3380","R_2SqSMgPh76ershN","901€ - 1.200€","901€ - 1.200€"
"3381","R_21p6cyi3MGaLHhS","901€ - 1.200€","901€ - 1.200€"
"3382","R_3oLv8LRNeY6SSSr","901€ - 1.200€","901€ - 1.200€"
"3383","R_1psbCMLbxZHVgRW","601€ - 900€","601€ - 900€"
"3384","R_3J7M6OKMh5HkbV9","901€ - 1.200€","901€ - 1.200€"
"3385","R_3iwXZfRmyvhFflO","600€ or less","600€ or less"
"3386","R_29aBe1JfLBNYHro","901€ - 1.200€","901€ - 1.200€"
"3387","R_3jYXECEWwWzUa34","1.501€ - 1.800€","1.501€ - 1.800€"
"3388","R_1E0ZsykYa0EdJzC","600€ or less","600€ or less"
"3389","R_3NO0VZUiToiokB2","901€ - 1.200€","901€ - 1.200€"
"3390","R_2ZVJB75vrOAK2PS","2.101€ - 2.400€","2.101€ - 2.400€"
"3391","R_3RdvB7Ik7RWOQVu","2.101€ - 2.400€","2.101€ - 2.400€"
"3392","R_3fw6HvgVgvVpQyK","2.301€ - 2.750€","2.301€ - 2.750€"
"3393","R_1rP2kNexGHShjRF","1.201€ - 1.500€","1.201€ - 1.500€"
"3394","R_3IQM06ko82glnG2","600€ or less","600€ or less"
"3395","R_1QLWTkHndOBjQuc","1.801€ - 2.100€","1.801€ - 2.100€"
"3396","R_3sA3xRw1tZb1WzS","600€ or less","600€ or less"
"3397","R_233uqqh5xOsjlML","901€ - 1.200€","901€ - 1.200€"
"3398","R_1q3a4XyvmEtexP1","901€ - 1.200€","901€ - 1.200€"
"3399","R_1dyIQzK3rDj8cso","901€ - 1.200€","901€ - 1.200€"
"3400","R_2YEAR8tTYdkzlmQ","2.751€ - 3.550€","2.751€ - 3.550€"
"3401","R_2SqRke3Bmb2TXCM","1.801€ - 2.100€","1.801€ - 2.100€"
"3402","R_3oBWAeCwBqsXJJo","901€ - 1.200€","901€ - 1.200€"
"3403","R_1PTBX8S3qWoZUsd","600€ or less","600€ or less"
"3404","R_RjXM0cFZ1eLt45j","901€ - 1.200€","901€ - 1.200€"
"3405","R_23Wwj2CDGv0gc6J","901€ - 1.200€","901€ - 1.200€"
"3406","R_2tL856pyd9iCqr3","601€ - 900€","601€ - 900€"
"3407","R_3k7kZiBLMLJFVuF","1.801€ - 2.100€","1.801€ - 2.100€"
"3408","R_2EGGBc2MYFsL2U3","600€ or less","600€ or less"
"3409","R_pKpqYZ9PHVSApj3","1.501€ - 1.800€","1.501€ - 1.800€"
"3410","R_siClxyAuWU5p29z","901€ - 1.200€","901€ - 1.200€"
"3411","R_1DvBl4yF1couWuG","601€ - 900€","601€ - 900€"
"3412","R_UzSpu3AXQdvdgrL","1.801€ - 2.100€","1.801€ - 2.100€"
"3413","R_3pamjXWlHGpDuuq","600€ or less","600€ or less"
"3414","R_1IzPpdQMR6xTa2m","1.801€ - 2.100€","1.801€ - 2.100€"
"3415","R_2q3Gf8utvFSja3X","901€ - 1.200€","901€ - 1.200€"
"3416","R_db66pM8VFcnjTe9","2.751€ - 3.550€","2.751€ - 3.550€"
"3417","R_3q9UI1mIb7fGNlU","More than 3.550€","More than 3.550€"
"3418","R_27wodxY8giKfx3j","1.201€ - 1.500€","1.201€ - 1.500€"
"3419","R_1DBafzLlW0Dj4dF","601€ - 900€","601€ - 900€"
"3420","R_DTzakEzcLzCxoGt","901€ - 1.200€","901€ - 1.200€"
"3421","R_x3f9gyjhGQrsALv","2.301€ - 2.750€","2.301€ - 2.750€"
"3422","R_3kBu3GWD0UNdNSd","2.101€ - 2.400€","2.101€ - 2.400€"
"3423","R_3kHOUW5BwQedcpS","1.801€ - 2.100€","1.801€ - 2.100€"
"3424","R_2pS2Ms7PvZ0qx9w","600€ or less","600€ or less"
"3425","R_3knskN4L20D8U6m","1.501€ - 1.800€","1.501€ - 1.800€"
"3426","R_2f1jYOO9RTQzHe6","1.201€ - 1.500€","1.201€ - 1.500€"
"3427","R_2YKchOOjmTSGNGD","2.101€ - 2.400€","2.101€ - 2.400€"
"3428","R_2qrO6oMz0fl5vkY","1.501€ - 1.800€","1.501€ - 1.800€"
"3429","R_Rm1uYLfxGVzn5oB","600€ or less","600€ or less"
"3430","R_1Na09YeKxYHJlaA","2.751€ - 3.550€","2.751€ - 3.550€"
"3431","R_3qO2GBektk0VJWQ","601€ - 900€","601€ - 900€"
"3432","R_31pkCJBCpwHvdu9","600€ or less","600€ or less"
"3433","R_1gHkqcltcpOllcq","601€ - 900€","601€ - 900€"
"3434","R_2SBwKj9ouFNGRJz","600€ or less","600€ or less"
"3435","R_2UWmFYqE5bH22Fs","1.801€ - 2.100€","1.801€ - 2.100€"
"3436","R_2S8lSyrmwu1i0Bu","601€ - 900€","601€ - 900€"
"3437","R_2yryOrQaxYzoj5W","1.801€ - 2.100€","1.801€ - 2.100€"
"3438","R_1M3thsK1yHyKkrC","901€ - 1.200€","901€ - 1.200€"
"3439","R_2QMPnmTRhmM6Qi1","1.201€ - 1.500€","1.201€ - 1.500€"
"3440","R_3shtoAkbb5SInAf","1.501€ - 1.800€","1.501€ - 1.800€"
"3441","R_2E6MQr1e09PGR4L","1.201€ - 1.500€","1.201€ - 1.500€"
"3442","R_2QsmAfhxyJTVg8E","2.101€ - 2.400€","2.101€ - 2.400€"
"3443","R_1CwPH5E3twk8v0k","1.801€ - 2.100€","1.801€ - 2.100€"
"3444","R_3iJtS8WAKwmgweZ","2.101€ - 2.400€","2.101€ - 2.400€"
"3445","R_O39GvflDJ9UKwSt","1.801€ - 2.100€","1.801€ - 2.100€"
"3446","R_2TMrlwaS16T3jDR","2.301€ - 2.750€","2.301€ - 2.750€"
"3447","R_2zSL50eZKi8J2Cq","More than 3.550€","More than 3.550€"
"3448","R_cwg6Ehg4bZRj5Tz","901€ - 1.200€","901€ - 1.200€"
"3449","R_28Hsm721cetWwry","1.801€ - 2.100€","1.801€ - 2.100€"
"3450","R_1cS2PKiMDx9oRCG","2.101€ - 2.400€","2.101€ - 2.400€"
"3451","R_3Jhe3ZNqsDisps6","More than 3.550€","More than 3.550€"
"3452","R_2b1ngB7Ck7CWVGR","600€ or less","600€ or less"
"3453","R_2V4ipkbk645Ww6d","1.501€ - 1.800€","1.501€ - 1.800€"
"3454","R_3g8dNyTMRT7iIK2","601€ - 900€","601€ - 900€"
"3455","R_1lty9hhn0xadACB","2.751€ - 3.550€","2.751€ - 3.550€"
"3456","R_3JK7lUpGPHnqx4T","2.301€ - 2.750€","2.301€ - 2.750€"
"3457","R_9NMqE3sRwJABY1X","2.101€ - 2.400€","2.101€ - 2.400€"
"3458","R_2f6PG9MTwXbkbUx","901€ - 1.200€","901€ - 1.200€"
"3459","R_W1ERCSjeyL6UGLn","1.501€ - 1.800€","1.501€ - 1.800€"
"3460","R_8973NssR50Vng2d","1.201€ - 1.500€","1.201€ - 1.500€"
"3461","R_3NVclVYVyQlbcFB","2.301€ - 2.750€","2.301€ - 2.750€"
"3462","R_2xWP90kZDxOaVJq","2.101€ - 2.400€","2.101€ - 2.400€"
"3463","R_3OWCkYTlwdv0IEN","1.501€ - 1.800€","1.501€ - 1.800€"
"3464","R_1mQWJRfFaZx2bY2","1.801€ - 2.100€","1.801€ - 2.100€"
"3465","R_3j7FWlQpVlHWS6k","2.301€ - 2.750€","2.301€ - 2.750€"
"3466","R_pgZE0epxMEe7Gvf","2.301€ - 2.750€","2.301€ - 2.750€"
"3467","R_pElIHIfPTneqfvP","901€ - 1.200€","901€ - 1.200€"
"3468","R_2EcurML24oG4awp","601€ - 900€","601€ - 900€"
"3469","R_1mtn6H7v9gpsEKZ","600€ or less","600€ or less"
"3470","R_3e9OAFOtcVObX6X","1.801€ - 2.100€","1.801€ - 2.100€"
"3471","R_2ePhdVcgIn3KZSl","901€ - 1.200€","901€ - 1.200€"
"3472","R_1FQlDqTo4DiaOLB","2.101€ - 2.400€","2.101€ - 2.400€"
"3473","R_2Tz1f0tvTAJbK0S","2.301€ - 2.750€","2.301€ - 2.750€"
"3474","R_1OYO7apybvdEyS1","1.801€ - 2.100€","1.801€ - 2.100€"
"3475","R_1NaxQXInZxg6pn2","601€ - 900€","601€ - 900€"
"3476","R_3smhbsrKvWGh6xK","901€ - 1.200€","901€ - 1.200€"
"3477","R_1NZ6XUMYcFukyMp","1.201€ - 1.500€","1.201€ - 1.500€"
